关卡牌局代码,地形编号,开始次数,净过关次数,在线胜率(%),模拟胜率(%),差值(sim-online),绝对差值,模拟胜利,模拟失败,模拟平均步数,耗时ms,地形总牌数
1-1-7-11-894440515,100009,209,129,61.72,100.00,38.28,38.28,200,0,42.0,121,42
3-6-6-11-1453232379,100010,206,78,37.86,95.50,57.64,57.64,191,9,54.0,167,54
8-8-7-20-1844423415,100052,206,10,4.85,28.50,23.65,23.65,57,143,120.0,508,120
8-5-6-14-1648399526,200007,205,88,42.93,86.50,43.57,43.57,173,27,57.0,114,57
7-6-7-23-286931481,100052,205,50,24.39,87.00,62.61,62.61,174,26,120.0,671,120
6-3-8-13-652395990,100026,205,65,31.71,97.50,65.79,65.79,195,5,54.0,145,54
3-2-2-20-337558979,500001,203,70,34.48,99.50,65.02,65.02,199,1,78.0,335,78
3-8-5-14-1951724587,100095,202,118,58.42,89.00,30.58,30.58,178,22,90.0,722,90
9-1-4-15-1751489507,100059,201,129,64.18,95.50,31.32,31.32,191,9,81.0,1146,81
8-2-4-17-713517671,100083,201,40,19.90,35.00,15.10,15.10,70,130,90.0,470,90
3-2-5-12-79696142,100010,201,31,15.42,97.00,81.58,81.58,194,6,54.0,181,54
1-4-1-25-1778870948,100089,201,137,68.16,99.50,31.34,31.34,199,1,114.0,2209,114
7-7-4-17-1678925339,100069,200,22,11.00,82.50,71.50,71.50,165,35,114.0,1321,114
9-7-2-14-2097621005,100066,200,71,35.50,77.00,41.50,41.50,154,46,93.0,2729,93
7-8-6-22-827353626,100064,200,12,6.00,92.00,86.00,86.00,184,16,126.0,1684,126
5-1-2-16-168536014,100036,199,125,62.81,99.00,36.19,36.19,198,2,90.0,841,90
6-3-3-16-630622677,100069,199,19,9.55,21.00,11.45,11.45,42,158,114.0,2977,114
4-1-1-22-513158046,100051,199,85,42.71,97.00,54.29,54.29,194,6,105.0,1777,105
9-9-4-14-591302325,100057,198,145,73.23,90.50,17.27,17.27,181,19,72.0,597,72
9-5-1-13-177382237,200015,198,43,21.72,35.50,13.78,13.78,71,129,54.0,275,54
7-2-4-13-710500200,100010,198,78,39.39,100.00,60.61,60.61,200,0,54.0,219,54
7-4-4-14-657043489,100084,198,27,13.64,14.00,0.36,0.36,28,172,102.0,3581,102
1-5-3-20-185388696,100084,198,43,21.72,86.50,64.78,64.78,173,27,102.0,5188,102
7-5-3-21-1357835437,100076,198,67,33.84,65.50,31.66,31.66,131,69,90.0,455,90
1-8-6-10-1988580991,100040,197,91,46.19,100.00,53.81,53.81,200,0,48.0,354,48
7-8-6-21-1036988333,100065,197,31,15.74,70.50,54.76,54.76,141,59,108.0,767,108
6-6-7-16-1635367087,100076,197,72,36.55,76.00,39.45,39.45,152,48,90.0,567,90
9-4-6-24-801725764,100061,197,25,12.69,85.00,72.31,72.31,170,30,102.0,1252,102
1-4-6-24-2091870015,100051,197,55,27.92,42.50,14.58,14.58,85,115,105.0,1155,105
5-2-8-15-1070352844,200007,196,41,20.92,100.00,79.08,79.08,200,0,57.0,188,57
7-9-5-11-348355641,100075,196,115,58.67,76.00,17.33,17.33,152,48,84.0,5978,84
8-9-8-13-689753204,100072,196,95,48.47,97.00,48.53,48.53,194,6,63.0,257,63
7-4-5-15-2055724455,100069,195,110,56.41,90.50,34.09,34.09,181,19,114.0,2597,114
7-4-2-17-973833480,100065,194,105,54.12,100.00,45.88,45.88,200,0,108.0,2047,108
7-7-6-17-148717127,100096,194,47,24.23,74.00,49.77,49.77,148,52,96.0,1120,96
1-4-1-25-1579573865,100093,193,42,21.76,49.50,27.74,27.74,99,101,96.0,24064,96
4-7-2-20-1437290460,400012,192,21,10.94,13.50,2.56,2.56,27,173,108.0,1097,108
6-9-1-23-473773798,400012,192,60,31.25,92.50,61.25,61.25,185,15,108.0,1169,108
5-9-3-10-371519119,100002,191,93,48.69,100.00,51.31,51.31,200,0,39.0,69,39
7-9-8-17-92150078,100007,191,98,51.31,94.00,42.69,42.69,188,12,69.0,427,69
6-9-1-23-1679977523,400012,191,82,42.93,86.00,43.07,43.07,172,28,108.0,1105,108
6-6-2-15-215457986,100067,191,58,30.37,60.00,29.63,29.63,120,80,90.0,1495,90
6-9-1-23-69852134,400012,191,47,24.61,32.00,7.39,7.39,64,136,108.0,1113,108
4-4-3-16-696006096,100037,191,142,74.35,98.00,23.65,23.65,196,4,66.0,221,66
3-6-3-17-1606865638,100092,191,107,56.02,78.00,21.98,21.98,156,44,75.0,184,75
5-5-1-11-121226607,100040,188,86,45.74,95.00,49.26,49.26,190,10,48.0,460,48
6-6-3-20-1283060953,100064,187,21,11.23,98.00,86.77,86.77,196,4,126.0,2916,126
7-8-7-22-1061662949,100070,187,42,22.46,85.50,63.04,63.04,171,29,117.0,1120,117
6-7-7-18-1458412469,400013,187,34,18.18,43.50,25.32,25.32,87,113,108.0,3169,108
9-4-3-11-1925134486,100059,187,123,65.78,99.00,33.22,33.22,198,2,81.0,1075,81
8-6-7-11-1005011284,200007,186,75,40.32,99.50,59.18,59.18,199,1,57.0,192,57
6-9-9-11-465240601,200004,186,76,40.86,99.00,58.14,58.14,198,2,48.0,121,48
7-5-6-16-840219330,400014,186,27,14.52,74.00,59.48,59.48,148,52,108.0,3219,108
5-6-3-14-301935704,100041,185,61,32.97,51.00,18.03,18.03,102,98,72.0,299,72
8-6-8-24-1718802885,100089,185,20,10.81,18.50,7.69,7.69,37,163,114.0,1154,114
6-6-6-12-567545383,100026,185,79,42.70,99.50,56.80,56.80,199,1,54.0,170,54
3-9-9-16-157196336,100013,185,84,45.41,88.00,42.59,42.59,176,24,72.0,234,72
8-4-4-18-1816471716,400017,184,65,35.33,97.00,61.67,61.67,194,6,117.0,848,117
2-4-5-19-463872563,100021,184,51,27.72,99.50,71.78,71.78,199,1,72.0,258,72
3-8-8-13-1517527670,100010,184,65,35.33,100.00,64.67,64.67,200,0,54.0,201,54
8-4-3-17-155385745,100096,184,46,25.00,76.00,51.00,51.00,152,48,96.0,1145,96
9-2-7-17-1832420703,100034,183,65,35.52,73.00,37.48,37.48,146,54,72.0,210,72
7-7-6-17-1211326465,200024,183,92,50.27,56.50,6.23,6.23,113,87,72.0,160,72
9-5-2-8-1856345642,100009,183,101,55.19,99.00,43.81,43.81,198,2,42.0,158,42
9-9-1-22-528157758,400014,183,120,65.57,60.00,-5.57,5.57,120,80,108.0,3807,108
6-6-2-14-1355402123,100047,183,100,54.64,90.00,35.36,35.36,180,20,72.0,1272,72
7-9-3-21-712612004,100051,183,42,22.95,60.50,37.55,37.55,121,79,105.0,1306,105
7-1-4-19-640373684,100066,183,43,23.50,80.00,56.50,56.50,160,40,93.0,2299,93
7-1-3-19-146487943,100086,182,69,37.91,30.00,-7.91,7.91,60,140,117.0,2334,117
2-2-5-10-172898463,100072,182,44,24.18,83.00,58.82,58.82,166,34,63.0,600,63
5-8-9-9-1715776701,200004,182,113,62.09,95.00,32.91,32.91,190,10,48.0,171,48
5-2-2-19-54177295,100086,182,98,53.85,98.00,44.15,44.15,196,4,117.0,3072,117
7-3-2-20-1444882422,100069,182,42,23.08,48.00,24.92,24.92,96,104,114.0,1169,114
6-7-6-16-1303413814,100031,182,129,70.88,96.00,25.12,25.12,192,8,60.0,117,60
9-1-6-21-325506603,100051,182,30,16.48,74.00,57.52,57.52,148,52,105.0,1503,105
9-3-1-10-1868672128,200012,181,93,51.38,99.50,48.12,48.12,199,1,54.0,343,54
4-5-7-14-2029210002,100048,181,97,53.59,80.00,26.41,26.41,160,40,66.0,653,66
8-6-6-18-1387314678,100064,181,57,31.49,62.50,31.01,31.01,125,75,126.0,1973,126
1-6-2-25-212976354,100061,181,74,40.88,95.50,54.62,54.62,191,9,102.0,839,102
8-6-2-17-116754267,100069,181,42,23.20,99.00,75.80,75.80,198,2,114.0,2605,114
9-7-5-21-670167299,100089,181,30,16.57,39.00,22.43,22.43,78,122,114.0,1122,114
7-4-1-20-1565417338,100085,181,75,41.44,89.50,48.06,48.06,179,21,84.0,649,84
6-5-3-15-636456253,100066,180,50,27.78,67.00,39.22,39.22,134,66,93.0,2144,93
8-5-5-12-1892425166,100026,180,67,37.22,100.00,62.78,62.78,200,0,54.0,145,54
8-1-7-10-1508241850,200012,180,85,47.22,100.00,52.78,52.78,200,0,54.0,228,54
3-6-1-11-2115409328,200003,180,71,39.44,97.00,57.56,57.56,194,6,42.0,79,42
1-7-8-25-1163567267,100063,180,99,55.00,97.50,42.50,42.50,195,5,99.0,886,99
1-5-3-19-1880068733,100066,179,53,29.61,98.00,68.39,68.39,196,4,93.0,3231,93
8-7-6-17-1675134141,100070,179,24,13.41,35.50,22.09,22.09,71,129,117.0,1315,117
5-3-4-10-1995086428,100090,179,74,41.34,61.50,20.16,20.16,123,77,81.0,1140,81
7-3-2-10-1261121532,100088,178,114,64.04,83.50,19.46,19.46,167,33,72.0,1519,72
9-9-2-15-1660444083,200010,178,25,14.04,74.00,59.96,59.96,148,52,57.0,226,57
2-8-3-12-1183909071,100074,178,148,83.15,97.50,14.35,14.35,195,5,54.0,177,54
4-4-5-19-2039077956,100064,178,22,12.36,55.50,43.14,43.14,111,89,126.0,2139,126
7-2-8-12-942803060,200015,177,42,23.73,97.00,73.27,73.27,194,6,54.0,186,54
1-5-8-17-1453996401,400015,177,106,59.89,54.50,-5.39,5.39,109,91,90.0,888,90
4-1-3-17-1194242684,100087,177,101,57.06,97.00,39.94,39.94,194,6,102.0,1930,102
1-7-5-17-178083823,100063,176,98,55.68,99.50,43.82,43.82,199,1,99.0,1505,99
6-4-3-14-1096656920,100087,176,84,47.73,66.00,18.27,18.27,132,68,102.0,1428,102
9-6-3-14-40058069,100023,176,95,53.98,70.00,16.02,16.02,140,60,54.0,112,54
7-2-4-22-1396529648,400017,176,95,53.98,53.50,-0.48,0.48,107,93,117.0,987,117
5-1-4-23-1575089545,100086,176,66,37.50,58.50,21.00,21.00,117,83,117.0,2526,117
6-2-2-18-2046939010,100043,176,77,43.75,56.50,12.75,12.75,113,87,78.0,384,78
5-3-1-15-2028795947,100005,176,57,32.39,5.50,-26.89,26.89,11,189,66.0,212,66
8-9-1-15-1037430212,100020,176,66,37.50,69.00,31.50,31.50,138,62,66.0,240,66
3-6-4-14-489884330,100037,175,23,13.14,77.00,63.86,63.86,154,46,66.0,228,66
8-6-9-15-1533237151,100046,175,50,28.57,58.00,29.43,29.43,116,84,57.0,108,57
1-5-2-25-1589955501,100063,174,37,21.26,28.00,6.74,6.74,56,144,99.0,1286,99
3-2-1-23-89058661,100069,174,11,6.32,5.50,-0.82,0.82,11,189,114.0,1763,114
8-6-3-15-461056514,100020,174,64,36.78,57.00,20.22,20.22,114,86,66.0,133,66
8-1-6-18-953974207,100066,174,49,28.16,91.00,62.84,62.84,182,18,93.0,1596,93
3-9-7-9-1846401633,100035,173,101,58.38,96.50,38.12,38.12,193,7,54.0,167,54
5-4-2-21-619119587,100070,173,48,27.75,83.50,55.75,55.75,167,33,117.0,5981,117
7-6-4-17-984377715,100081,173,31,17.92,46.00,28.08,28.08,92,108,72.0,991,72
8-8-7-20-290035180,100052,173,19,10.98,23.50,12.52,12.52,47,153,120.0,1748,120
1-8-4-19-819893836,100075,172,44,25.58,76.00,50.42,50.42,152,48,84.0,4069,84
7-7-3-10-1127675215,100006,172,154,89.53,100.00,10.47,10.47,200,0,42.0,120,42
7-9-2-21-1076614166,100065,172,53,30.81,75.50,44.69,44.69,151,49,108.0,1771,108
2-9-2-13-1622278016,200012,172,32,18.60,98.00,79.40,79.40,196,4,54.0,223,54
9-8-6-17-33085220,400011,171,68,39.77,89.00,49.23,49.23,178,22,90.0,408,90
9-8-6-14-1912327178,100028,171,66,38.60,76.00,37.40,37.40,152,48,54.0,134,54
1-7-5-20-147783053,100096,171,66,38.60,80.50,41.90,41.90,161,39,96.0,1864,96
9-2-8-21-643265999,400013,170,113,66.47,100.00,33.53,33.53,200,0,108.0,5339,108
9-8-6-17-1573346965,400011,170,17,10.00,16.00,6.00,6.00,32,168,90.0,519,90
4-3-2-17-268987223,100069,170,68,40.00,94.00,54.00,54.00,188,12,114.0,1672,114
7-7-4-22-1998027746,100070,169,39,23.08,88.50,65.42,65.42,177,23,117.0,1610,117
5-3-3-17-391166635,100016,169,84,49.70,42.00,-7.70,7.70,84,116,66.0,196,66
7-4-5-23-1570404173,100052,169,50,29.59,97.00,67.41,67.41,194,6,120.0,738,120
7-7-4-21-149966720,100069,168,13,7.74,90.50,82.76,82.76,181,19,114.0,1222,114
7-4-3-22-1446636499,100094,168,82,48.81,82.50,33.69,33.69,165,35,99.0,606,99
7-1-9-24-235228532,100094,168,103,61.31,98.00,36.69,36.69,196,4,99.0,738,99
9-7-2-20-423034032,100050,168,49,29.17,46.00,16.83,16.83,92,108,78.0,454,78
8-9-4-7-765567919,100040,167,116,69.46,100.00,30.54,30.54,200,0,48.0,455,48
9-7-4-12-955830062,100037,167,82,49.10,91.50,42.40,42.40,183,17,66.0,305,66
6-2-1-13-977171032,100079,167,109,65.27,99.00,33.73,33.73,198,2,75.0,728,75
8-8-6-13-1590526602,100030,167,83,49.70,69.00,19.30,19.30,138,62,66.0,203,66
7-3-2-20-776314475,100069,167,25,14.97,27.50,12.53,12.53,55,145,114.0,2172,114
3-4-3-22-515906206,100061,166,17,10.24,10.00,-0.24,0.24,20,180,102.0,534,102
5-2-2-20-1284458559,100063,166,27,16.27,81.50,65.23,65.23,163,37,99.0,1193,99
6-6-6-12-2056582045,100047,166,26,15.66,25.00,9.34,9.34,50,150,72.0,1101,72
6-2-2-17-1374495271,100071,166,51,30.72,24.50,-6.22,6.22,49,151,72.0,428,72
9-5-8-11-1334803215,200007,166,16,9.64,92.50,82.86,82.86,185,15,57.0,249,57
9-3-7-23-106692282,100036,165,13,7.88,2.00,-5.88,5.88,4,196,90.0,503,90
8-2-4-17-755221830,100079,165,50,30.30,37.00,6.70,6.70,74,126,75.0,362,75
9-1-4-15-91128640,100059,164,82,50.00,88.50,38.50,38.50,177,23,81.0,897,81
7-8-2-13-8747839,100048,164,117,71.34,100.00,28.66,28.66,200,0,66.0,694,66
8-8-1-11-664115519,200012,164,73,44.51,100.00,55.49,55.49,200,0,54.0,193,54
7-4-3-22-1068759478,100094,164,54,32.93,60.50,27.57,27.57,121,79,99.0,609,99
3-9-5-16-2133195893,200013,164,115,70.12,98.50,28.38,28.38,197,3,63.0,161,63
9-2-9-18-1508420911,100065,163,63,38.65,56.50,17.85,17.85,113,87,108.0,1413,108
7-3-3-9-76431962,100056,163,110,67.48,87.50,20.02,20.02,175,25,54.0,449,54
7-1-2-21-789868361,100055,163,58,35.58,76.50,40.92,40.92,153,47,84.0,703,84
8-9-2-14-436026511,100033,163,137,84.05,99.00,14.95,14.95,198,2,60.0,247,60
4-8-4-7-768866004,100009,162,104,64.20,100.00,35.80,35.80,200,0,42.0,90,42
7-9-3-22-31901402,100061,162,47,29.01,92.50,63.49,63.49,185,15,102.0,1107,102
6-7-2-12-1928379652,200004,162,86,53.09,99.50,46.41,46.41,199,1,48.0,133,48
9-3-3-14-1603970478,100078,162,90,55.56,93.50,37.94,37.94,187,13,81.0,1783,81
3-2-5-12-525501464,100010,162,17,10.49,94.00,83.51,83.51,188,12,54.0,160,54
9-1-4-14-29481038,100014,162,138,85.19,100.00,14.81,14.81,200,0,54.0,202,54
4-8-7-21-1204283377,100078,161,95,59.01,63.50,4.49,4.49,127,73,81.0,741,81
4-6-5-13-1033787661,100033,161,82,50.93,79.50,28.57,28.57,159,41,60.0,228,60
7-9-6-16-877269147,200053,161,57,35.40,20.50,-14.90,14.90,41,159,72.0,198,72
7-7-2-17-1433539484,100090,161,81,50.31,96.50,46.19,46.19,193,7,81.0,830,81
5-6-6-12-257766811,200004,161,41,25.47,69.50,44.03,44.03,139,61,48.0,105,48
5-4-7-17-2102757810,100036,161,42,26.09,84.00,57.91,57.91,168,32,90.0,703,90
9-1-9-14-2107134580,100067,161,67,41.61,96.00,54.39,54.39,192,8,90.0,2231,90
1-3-3-22-163529255,100066,160,42,26.25,92.00,65.75,65.75,184,16,93.0,2439,93
7-4-1-20-525178087,100085,160,37,23.13,19.50,-3.63,3.63,39,161,84.0,789,84
5-5-3-8-1973891590,200015,160,93,58.13,93.00,34.87,34.87,186,14,54.0,324,54
3-7-5-17-1567342210,100097,160,76,47.50,83.00,35.50,35.50,166,34,84.0,354,84
4-4-2-23-737124654,100086,160,53,33.13,81.00,47.87,47.87,162,38,117.0,1516,117
7-2-4-22-1882600802,400017,159,76,47.80,100.00,52.20,52.20,200,0,117.0,1224,117
9-7-5-23-617190316,100089,159,25,15.72,32.50,16.78,16.78,65,135,114.0,916,114
9-8-2-18-1625092098,400014,159,69,43.40,96.50,53.10,53.10,193,7,108.0,3440,108
6-5-1-10-771923386,100008,159,110,69.18,100.00,30.82,30.82,200,0,42.0,112,42
5-8-1-13-552849808,100028,158,122,77.22,100.00,22.78,22.78,200,0,54.0,314,54
8-6-4-16-1830450581,100066,158,62,39.24,38.50,-0.74,0.74,77,123,93.0,1487,93
8-6-6-18-378922214,100064,158,21,13.29,17.00,3.71,3.71,34,166,126.0,1859,126
4-2-2-15-1148850076,100071,158,78,49.37,93.50,44.13,44.13,187,13,72.0,360,72
5-6-7-8-1344783020,100040,158,85,53.80,99.50,45.70,45.70,199,1,48.0,374,48
3-6-5-16-2073585314,100004,157,71,45.22,47.00,1.78,1.78,94,106,60.0,147,60
6-8-2-11-59890880,100008,157,65,41.40,96.50,55.10,55.10,193,7,42.0,83,42
9-9-1-22-508281748,400014,157,37,23.57,54.00,30.43,30.43,108,92,108.0,3303,108
8-2-4-17-410462093,100079,157,90,57.32,74.00,16.68,16.68,148,52,75.0,300,75
1-9-5-18-1251888619,100090,157,56,35.67,49.00,13.33,13.33,98,102,81.0,724,81
9-2-4-16-1673995856,100096,157,84,53.50,96.50,43.00,43.00,193,7,96.0,2358,96
3-7-2-21-1785043159,400013,156,72,46.15,82.50,36.35,36.35,165,35,108.0,3391,108
3-7-5-10-414933285,200004,156,69,44.23,100.00,55.77,55.77,200,0,48.0,164,48
5-2-2-20-1397716877,100061,156,59,37.82,94.00,56.18,56.18,188,12,102.0,994,102
7-6-4-16-205998570,100063,156,35,22.44,66.50,44.06,44.06,133,67,99.0,889,99
4-3-1-20-1338004040,100064,156,56,35.90,78.00,42.10,42.10,156,44,126.0,3122,126
7-6-4-20-739145779,100064,156,19,12.18,92.00,79.82,79.82,184,16,126.0,2459,126
8-5-8-23-239296840,400014,156,79,50.64,88.00,37.36,37.36,176,24,108.0,2155,108
3-2-5-12-1375131248,100010,156,14,8.97,96.00,87.03,87.03,192,8,54.0,181,54
1-1-1-19-1415303194,100069,156,30,19.23,91.50,72.27,72.27,183,17,114.0,1436,114
7-7-3-10-594211306,200015,155,72,46.45,100.00,53.55,53.55,200,0,54.0,361,54
6-1-1-20-1929588574,100060,155,105,67.74,88.00,20.26,20.26,176,24,84.0,518,84
6-4-3-14-1774337437,100087,154,85,55.19,91.50,36.31,36.31,183,17,102.0,1984,102
9-9-1-22-1634022310,400014,154,69,44.81,79.50,34.69,34.69,159,41,108.0,5014,108
4-9-8-14-352551195,100085,154,70,45.45,96.50,51.05,51.05,193,7,84.0,577,84
3-1-4-23-2047066704,400011,154,59,38.31,97.50,59.19,59.19,195,5,90.0,843,90
7-5-4-20-861934286,100070,154,20,12.99,36.00,23.01,23.01,72,128,117.0,1492,117
8-4-5-18-1821474120,100061,154,23,14.94,77.50,62.56,62.56,155,45,102.0,599,102
9-4-6-24-570649052,100061,154,24,15.58,21.50,5.92,5.92,43,157,102.0,728,102
5-8-4-10-539072926,200003,153,72,47.06,100.00,52.94,52.94,200,0,42.0,71,42
5-4-2-14-786207099,100096,153,46,30.07,30.50,0.43,0.43,61,139,96.0,2338,96
9-5-8-18-2001039580,100071,153,79,51.63,65.00,13.37,13.37,130,70,72.0,277,72
9-4-6-14-1555745927,100037,153,89,58.17,84.50,26.33,26.33,169,31,66.0,243,66
5-3-3-19-1574921496,100064,153,1,0.65,73.00,72.35,72.35,146,54,126.0,2097,126
7-8-4-13-2117751981,100041,152,62,40.79,82.00,41.21,41.21,164,36,72.0,306,72
7-7-5-18-1502766844,100069,152,21,13.82,96.00,82.18,82.18,192,8,114.0,1307,114
4-4-2-15-833339782,100065,152,65,42.76,100.00,57.24,57.24,200,0,108.0,2112,108
2-8-9-13-331743312,200012,152,20,13.16,78.50,65.34,65.34,157,43,54.0,509,54
3-3-9-12-2004310466,100038,152,66,43.42,64.50,21.08,21.08,129,71,54.0,504,54
5-7-4-21-1667164427,100052,152,58,38.16,85.00,46.84,46.84,170,30,120.0,2018,120
7-6-6-18-1042382000,100043,152,43,28.29,22.00,-6.29,6.29,44,156,78.0,554,78
1-7-9-19-2044409914,100058,152,113,74.34,79.00,4.66,4.66,158,42,84.0,1679,84
1-3-7-17-796798647,100097,152,115,75.66,100.00,24.34,24.34,200,0,84.0,650,84
7-6-9-19-2057833480,100061,152,11,7.24,72.00,64.76,64.76,144,56,102.0,731,102
8-1-3-19-1314097629,100067,151,34,22.52,66.00,43.48,43.48,132,68,90.0,1000,90
7-4-3-24-1249807334,100065,151,39,25.83,75.50,49.67,49.67,151,49,108.0,975,108
9-5-9-21-1446814598,100097,150,42,28.00,27.00,-1.00,1.00,54,146,84.0,301,84
5-9-9-13-456612232,100078,150,46,30.67,58.50,27.83,27.83,117,83,81.0,1293,81
2-2-5-6-691732904,100001,150,108,72.00,100.00,28.00,28.00,200,0,22.0,49,24
1-4-9-19-1869160420,100043,149,21,14.09,31.50,17.41,17.41,63,137,78.0,505,78
9-7-4-15-79725629,100055,149,103,69.13,94.50,25.37,25.37,189,11,84.0,634,84
8-4-6-14-1768750084,200053,149,55,36.91,81.50,44.59,44.59,163,37,72.0,297,72
6-2-3-19-1066894508,100086,149,12,8.05,42.00,33.95,33.95,84,116,117.0,1595,117
8-8-8-13-405243612,100031,149,106,71.14,98.50,27.36,27.36,197,3,60.0,167,60
1-4-5-20-1530796322,100067,148,50,33.78,53.00,19.22,19.22,106,94,90.0,1628,90
2-7-3-14-1625290512,200015,148,33,22.30,70.50,48.20,48.20,141,59,54.0,174,54
5-3-1-23-1763919151,100064,148,26,17.57,59.00,41.43,41.43,118,82,126.0,1873,126
4-1-1-21-2041977084,100066,148,84,56.76,97.50,40.74,40.74,195,5,93.0,2492,93
3-3-4-19-964105991,100092,148,36,24.32,36.50,12.18,12.18,73,127,75.0,180,75
7-8-1-22-1970939053,100055,148,46,31.08,75.00,43.92,43.92,150,50,84.0,600,84
7-7-3-21-1396200242,100065,148,65,43.92,99.50,55.58,55.58,199,1,108.0,1505,108
1-5-4-21-975859349,100084,148,88,59.46,96.50,37.04,37.04,193,7,102.0,5410,102
8-8-7-20-823022965,100052,147,33,22.45,43.50,21.05,21.05,87,113,120.0,593,120
7-8-4-20-2083527077,100085,147,27,18.37,55.50,37.13,37.13,111,89,84.0,361,84
6-1-3-20-883700673,100051,147,19,12.93,76.50,63.57,63.57,153,47,105.0,1350,105
9-5-8-11-310268654,200007,147,49,33.33,99.00,65.67,65.67,198,2,57.0,221,57
7-7-8-17-682423575,100096,147,35,23.81,48.50,24.69,24.69,97,103,96.0,1008,96
9-9-2-20-1392030163,100055,147,104,70.75,82.50,11.75,11.75,165,35,84.0,667,84
9-3-7-13-1493932431,100034,146,30,20.55,45.50,24.95,24.95,91,109,72.0,276,72
6-3-1-16-600718189,200024,146,45,30.82,22.50,-8.32,8.32,45,155,72.0,176,72
5-6-6-12-815024404,100080,146,6,4.11,62.00,57.89,57.89,124,76,69.0,411,69
7-3-1-24-1291322522,100070,146,41,28.08,79.00,50.92,50.92,158,42,117.0,1799,117
5-2-2-22-2002765788,100052,146,49,33.56,58.50,24.94,24.94,117,83,120.0,694,120
6-5-5-15-846494545,100013,146,90,61.64,74.50,12.86,12.86,149,51,72.0,252,72
8-8-4-21-1732239479,100095,145,26,17.93,84.50,66.57,66.57,169,31,90.0,387,90
8-2-6-10-1866530255,200003,145,97,66.90,100.00,33.10,33.10,200,0,42.0,98,42
6-6-8-10-489239042,200007,145,94,64.83,100.00,35.17,35.17,200,0,57.0,222,57
8-5-5-15-1058428927,100083,144,39,27.08,55.00,27.92,27.92,110,90,90.0,584,90
8-3-4-17-527917468,100030,144,26,18.06,28.00,9.94,9.94,56,144,66.0,105,66
7-1-8-19-563866294,100078,144,71,49.31,99.00,49.69,49.69,198,2,81.0,1263,81
1-5-3-16-28615106,100080,144,74,51.39,72.00,20.61,20.61,144,56,69.0,669,69
6-8-3-20-1069893602,100086,144,10,6.94,8.00,1.06,1.06,16,184,117.0,1092,117
9-1-9-16-1546855817,100050,144,108,75.00,98.00,23.00,23.00,196,4,78.0,1150,78
5-2-2-15-610084607,100007,144,54,37.50,60.00,22.50,22.50,120,80,69.0,395,69
6-8-4-16-714457222,100087,144,15,10.42,78.00,67.58,67.58,156,44,102.0,1021,102
2-4-9-15-1039778231,100072,143,78,54.55,80.50,25.95,25.95,161,39,63.0,411,63
4-9-8-21-2096205134,100060,143,49,34.27,38.50,4.23,4.23,77,123,84.0,466,84
7-4-4-24-894872529,100065,143,60,41.96,68.00,26.04,26.04,136,64,108.0,762,108
9-2-8-9-2020874595,100040,143,95,66.43,99.00,32.57,32.57,198,2,48.0,444,48
2-8-3-16-512710011,100033,143,98,68.53,96.00,27.47,27.47,192,8,60.0,153,60
7-7-3-21-1192738803,100065,143,47,32.87,65.50,32.63,32.63,131,69,108.0,1161,108
1-9-5-20-1483766874,100093,143,27,18.88,37.50,18.62,18.62,75,125,96.0,15517,96
5-3-1-18-589322689,200053,143,50,34.97,55.50,20.53,20.53,111,89,72.0,321,72
4-4-9-18-1903736244,400011,143,64,44.76,81.50,36.74,36.74,163,37,90.0,839,90
6-8-7-13-1920382893,100058,143,36,25.17,59.50,34.33,34.33,119,81,84.0,711,84
8-5-8-23-1786386627,400014,143,28,19.58,54.50,34.92,34.92,109,91,108.0,2345,108
1-2-1-16-1632863808,100067,142,76,53.52,97.50,43.98,43.98,195,5,90.0,2648,90
2-8-1-11-676314420,100008,142,103,72.54,100.00,27.46,27.46,200,0,42.0,115,42
8-7-1-8-2083480184,100056,142,69,48.59,85.50,36.91,36.91,171,29,54.0,541,54
7-8-6-22-2025227230,100069,142,7,4.93,8.50,3.57,3.57,17,183,114.0,914,114
4-1-3-18-1766100385,100051,142,71,50.00,97.00,47.00,47.00,194,6,105.0,2021,105
8-1-5-18-947309587,400014,142,74,52.11,90.50,38.39,38.39,181,19,108.0,3523,108
7-1-2-21-2128664934,100055,142,108,76.06,96.50,20.44,20.44,193,7,84.0,849,84
2-2-1-17-1554444902,100058,142,23,16.20,42.50,26.30,26.30,85,115,84.0,633,84
6-7-1-14-1832251620,100026,142,71,50.00,99.00,49.00,49.00,198,2,54.0,196,54
9-1-8-14-1724247226,100080,141,115,81.56,99.00,17.44,17.44,198,2,69.0,766,69
1-7-7-18-446251360,100085,141,101,71.63,97.00,25.37,25.37,194,6,84.0,887,84
4-5-8-14-876282543,100010,141,64,45.39,94.50,49.11,49.11,189,11,54.0,170,54
1-8-6-17-562021327,100084,141,51,36.17,98.50,62.33,62.33,197,3,102.0,3039,102
7-9-4-22-1310330300,100052,141,21,14.89,85.50,70.61,70.61,171,29,120.0,688,120
9-5-2-8-1170254764,100009,141,57,40.43,100.00,59.57,59.57,200,0,42.0,117,42
6-6-7-14-219117986,100057,141,58,41.13,62.50,21.37,21.37,125,75,72.0,397,72
3-3-5-15-95066677,100046,141,76,53.90,37.50,-16.40,16.40,75,125,57.0,110,57
2-6-4-15-1121826460,100004,141,17,12.06,99.50,87.44,87.44,199,1,60.0,220,60
